data,Distrito,Óbitos
2020-07-02,Faro,9
2020-07-03,Faro,20
2020-07-04,Faro,8
2020-07-05,Faro,15
2020-07-06,Faro,14
2020-07-07,Faro,17
2020-07-08,Faro,20
2020-07-09,Faro,15
2020-07-10,Faro,16
2020-07-11,Faro,13
2020-07-12,Faro,15
2020-07-13,Faro,15
2020-07-14,Faro,22
2020-07-15,Faro,16
2020-07-16,Faro,20
2020-07-17,Faro,15
2020-07-18,Faro,24
2020-07-19,Faro,13
2020-07-20,Faro,19
2020-07-21,Faro,14
2020-07-22,Faro,13
2020-07-23,Faro,16
2020-07-24,Faro,12
2020-07-25,Faro,14
2020-07-26,Faro,17
2020-07-27,Faro,18
2020-07-28,Faro,14
2020-07-29,Faro,18
2020-07-30,Faro,14
2020-07-31,Faro,15
2020-01-01,Guarda,7
2020-01-02,Guarda,8
2020-01-03,Guarda,8
2020-01-04,Guarda,8
2020-01-05,Guarda,9
2020-01-06,Guarda,4
2020-01-07,Guarda,9
2020-01-08,Guarda,7
2020-01-09,Guarda,6
2020-01-10,Guarda,12
2020-01-11,Guarda,12
2020-01-12,Guarda,8
2020-01-13,Guarda,9
2020-01-14,Guarda,11
2020-01-15,Guarda,15
2020-01-16,Guarda,8
2020-01-17,Guarda,5
2020-01-18,Guarda,12
2020-01-19,Guarda,7
2020-01-20,Guarda,12
2020-01-21,Guarda,6
2020-01-22,Guarda,7
2020-01-23,Guarda,6
2020-01-24,Guarda,5
2020-01-25,Guarda,4
2020-01-26,Guarda,9
2020-01-27,Guarda,6
2020-01-28,Guarda,8
2020-01-29,Guarda,6
2020-01-30,Guarda,8
2020-01-31,Guarda,8
2020-02-01,Guarda,10
2020-02-02,Guarda,9
2020-02-03,Guarda,9
2020-02-04,Guarda,7
2020-02-05,Guarda,9
2020-02-06,Guarda,12
2020-02-07,Guarda,7
2020-02-08,Guarda,11
2020-02-09,Guarda,7
2020-02-10,Guarda,9
2020-02-11,Guarda,9
2020-02-12,Guarda,5
2020-02-13,Guarda,4
2020-02-14,Guarda,7
2020-02-15,Guarda,8
2020-02-16,Guarda,8
2020-02-17,Guarda,6
2020-02-18,Guarda,6
2020-02-19,Guarda,9
2020-02-20,Guarda,7
2020-02-21,Guarda,8
2020-02-22,Guarda,5
2020-02-23,Guarda,8
2020-02-24,Guarda,8
2020-02-25,Guarda,8
2020-02-26,Guarda,4
2020-02-27,Guarda,7
2020-02-28,Guarda,5
2020-02-29,Guarda,10
2020-03-01,Guarda,4
2020-03-02,Guarda,6
2020-03-03,Guarda,9
2020-03-04,Guarda,4
2020-03-05,Guarda,3
2020-03-06,Guarda,10
2020-03-07,Guarda,4
2020-03-08,Guarda,4
2020-03-09,Guarda,9
2020-03-10,Guarda,11
2020-03-11,Guarda,10
2020-03-12,Guarda,6
2020-03-13,Guarda,7
2020-03-14,Guarda,7
2020-03-15,Guarda,8
2020-03-16,Guarda,7
2020-03-17,Guarda,8
2020-03-18,Guarda,7
2020-03-19,Guarda,7
2020-03-20,Guarda,10
2020-03-21,Guarda,7
2020-03-22,Guarda,10
2020-03-23,Guarda,7
2020-03-24,Guarda,9
2020-03-25,Guarda,5
2020-03-26,Guarda,11
2020-03-27,Guarda,5
2020-03-28,Guarda,7
2020-03-29,Guarda,9
2020-03-30,Guarda,6
2020-03-31,Guarda,12
2020-04-01,Guarda,9
2020-04-02,Guarda,5
2020-04-03,Guarda,9
2020-04-04,Guarda,8
2020-04-05,Guarda,9
2020-04-06,Guarda,5
2020-04-07,Guarda,9
2020-04-08,Guarda,9
2020-04-09,Guarda,8
2020-04-10,Guarda,9
2020-04-11,Guarda,18
2020-04-12,Guarda,12
2020-04-13,Guarda,14
2020-04-14,Guarda,8
2020-04-15,Guarda,9
2020-04-16,Guarda,4
2020-04-17,Guarda,8
2020-04-18,Guarda,6
2020-04-19,Guarda,5
2020-04-20,Guarda,10
2020-04-21,Guarda,9
2020-04-22,Guarda,8
2020-04-23,Guarda,12
2020-04-24,Guarda,7
2020-04-25,Guarda,7
2020-04-26,Guarda,5
2020-04-27,Guarda,7
2020-04-28,Guarda,6
2020-04-29,Guarda,3
2020-04-30,Guarda,9
2020-05-01,Guarda,9
2020-05-02,Guarda,11
2020-05-03,Guarda,6
2020-05-04,Guarda,3
2020-05-05,Guarda,5
2020-05-06,Guarda,7
2020-05-07,Guarda,2
2020-05-08,Guarda,7
2020-05-09,Guarda,10
2020-05-10,Guarda,8
2020-05-11,Guarda,7
2020-05-12,Guarda,5
2020-05-13,Guarda,2
2020-05-14,Guarda,10
2020-05-15,Guarda,10
2020-05-16,Guarda,6
2020-05-17,Guarda,9
2020-05-18,Guarda,3
2020-05-19,Guarda,8
2020-05-20,Guarda,8
2020-05-21,Guarda,8
2020-05-22,Guarda,10
2020-05-23,Guarda,7
2020-05-24,Guarda,2
2020-05-25,Guarda,5
2020-05-26,Guarda,9
2020-05-27,Guarda,8
2020-05-28,Guarda,6
2020-05-29,Guarda,4
2020-05-30,Guarda,4
2020-05-31,Guarda,7
2020-06-01,Guarda,4
2020-06-02,Guarda,5
2020-06-03,Guarda,6
2020-06-04,Guarda,9
2020-06-05,Guarda,5
2020-06-06,Guarda,7
2020-06-07,Guarda,13
2020-06-08,Guarda,4
2020-06-09,Guarda,4
2020-06-10,Guarda,6
2020-06-11,Guarda,4
2020-06-12,Guarda,5
2020-06-13,Guarda,4
2020-06-14,Guarda,3
2020-06-15,Guarda,4
2020-06-16,Guarda,2
2020-06-17,Guarda,3
2020-06-18,Guarda,7
2020-06-19,Guarda,4
2020-06-20,Guarda,4
2020-06-21,Guarda,4
2020-06-22,Guarda,6
2020-06-23,Guarda,7
2020-06-24,Guarda,5
2020-06-25,Guarda,6
2020-06-26,Guarda,6
2020-06-27,Guarda,10
2020-06-28,Guarda,9
2020-06-29,Guarda,7
2020-06-30,Guarda,12
2020-07-01,Guarda,7
2020-07-02,Guarda,11
2020-07-03,Guarda,9
2020-07-04,Guarda,5
2020-07-05,Guarda,7
2020-07-06,Guarda,7
2020-07-07,Guarda,6
2020-07-08,Guarda,3
2020-07-09,Guarda,11
2020-07-10,Guarda,11
2020-07-11,Guarda,11
2020-07-12,Guarda,5
2020-07-13,Guarda,11
2020-07-14,Guarda,12
2020-07-15,Guarda,9
2020-07-16,Guarda,9
2020-07-17,Guarda,9
2020-07-18,Guarda,8
2020-07-19,Guarda,5
2020-07-20,Guarda,6
2020-07-21,Guarda,13
2020-07-22,Guarda,9
2020-07-23,Guarda,7
2020-07-24,Guarda,11
2020-07-25,Guarda,8
2020-07-26,Guarda,8
2020-07-27,Guarda,5
2020-07-28,Guarda,9
2020-07-29,Guarda,11
2020-07-30,Guarda,11
2020-07-31,Guarda,7
2020-01-01,Ilha Terceira,2
2020-01-02,Ilha Terceira,2
2020-01-03,Ilha Terceira,2
2020-01-04,Ilha Terceira,1
2020-01-05,Ilha Terceira,2
2020-01-06,Ilha Terceira,1
2020-01-07,Ilha Terceira,2
2020-01-08,Ilha Terceira,2
2020-01-09,Ilha Terceira,3
2020-01-10,Ilha Terceira,3
2020-01-11,Ilha Terceira,1
2020-01-12,Ilha Terceira,1
2020-01-13,Ilha Terceira,1
2020-01-14,Ilha Terceira,1
2020-01-15,Ilha Terceira,1
2020-01-16,Ilha Terceira,1
2020-01-17,Ilha Terceira,0
2020-01-18,Ilha Terceira,0
2020-01-19,Ilha Terceira,1
2020-01-20,Ilha Terceira,3
2020-01-21,Ilha Terceira,1
2020-01-22,Ilha Terceira,4
2020-01-23,Ilha Terceira,3
2020-01-24,Ilha Terceira,2
2020-01-25,Ilha Terceira,0
2020-01-26,Ilha Terceira,2
2020-01-27,Ilha Terceira,4
2020-01-28,Ilha Terceira,2
2020-01-29,Ilha Terceira,2
2020-01-30,Ilha Terceira,2
2020-01-31,Ilha Terceira,2
2020-02-01,Ilha Terceira,1
2020-02-02,Ilha Terceira,2
2020-02-03,Ilha Terceira,3
2020-02-04,Ilha Terceira,2
2020-02-05,Ilha Terceira,2
2020-02-06,Ilha Terceira,1
2020-02-07,Ilha Terceira,3
2020-02-08,Ilha Terceira,2
2020-02-09,Ilha Terceira,2
2020-02-10,Ilha Terceira,1
2020-02-11,Ilha Terceira,4
2020-02-12,Ilha Terceira,1
2020-02-13,Ilha Terceira,1
2020-02-14,Ilha Terceira,3
2020-02-15,Ilha Terceira,0
2020-02-16,Ilha Terceira,3
2020-02-17,Ilha Terceira,1
2020-02-18,Ilha Terceira,0
2020-02-19,Ilha Terceira,2
2020-02-20,Ilha Terceira,3
2020-02-21,Ilha Terceira,2
2020-02-22,Ilha Terceira,4
2020-02-23,Ilha Terceira,2
2020-02-24,Ilha Terceira,2
2020-02-25,Ilha Terceira,1
2020-02-26,Ilha Terceira,2
2020-02-27,Ilha Terceira,1
2020-02-28,Ilha Terceira,1
2020-02-29,Ilha Terceira,2
2020-03-01,Ilha Terceira,2
2020-03-02,Ilha Terceira,1
2020-03-03,Ilha Terceira,2
2020-03-04,Ilha Terceira,0
2020-03-05,Ilha Terceira,2
2020-03-06,Ilha Terceira,0
2020-03-07,Ilha Terceira,1
2020-03-08,Ilha Terceira,3
2020-03-09,Ilha Terceira,1
2020-03-10,Ilha Terceira,0
2020-03-11,Ilha Terceira,2
2020-03-12,Ilha Terceira,0
2020-03-13,Ilha Terceira,2
2020-03-14,Ilha Terceira,2
2020-03-15,Ilha Terceira,1
2020-03-16,Ilha Terceira,3
2020-03-17,Ilha Terceira,2
2020-03-18,Ilha Terceira,1
2020-03-19,Ilha Terceira,1
2020-03-20,Ilha Terceira,3
2020-03-21,Ilha Terceira,0
2020-03-22,Ilha Terceira,2
2020-03-23,Ilha Terceira,2
2020-03-24,Ilha Terceira,2
2020-03-25,Ilha Terceira,6
2020-03-26,Ilha Terceira,2
2020-03-27,Ilha Terceira,1
2020-03-28,Ilha Terceira,1
2020-03-29,Ilha Terceira,4
2020-03-30,Ilha Terceira,7
2020-03-31,Ilha Terceira,3
2020-04-01,Ilha Terceira,4
2020-04-02,Ilha Terceira,0
2020-04-03,Ilha Terceira,1
2020-04-04,Ilha Terceira,1
2020-04-05,Ilha Terceira,3
2020-04-06,Ilha Terceira,3
2020-04-07,Ilha Terceira,1
2020-04-08,Ilha Terceira,3
2020-04-09,Ilha Terceira,2
2020-04-10,Ilha Terceira,2
2020-04-11,Ilha Terceira,1
2020-04-12,Ilha Terceira,3
2020-04-13,Ilha Terceira,1
2020-04-14,Ilha Terceira,2
2020-04-15,Ilha Terceira,4
2020-04-16,Ilha Terceira,1
2020-04-17,Ilha Terceira,0
2020-04-18,Ilha Terceira,3
2020-04-19,Ilha Terceira,0
2020-04-20,Ilha Terceira,1
2020-04-21,Ilha Terceira,3
2020-04-22,Ilha Terceira,2
2020-04-23,Ilha Terceira,1
2020-04-24,Ilha Terceira,2
2020-04-25,Ilha Terceira,0
2020-04-26,Ilha Terceira,0
2020-04-27,Ilha Terceira,1
2020-04-28,Ilha Terceira,1
2020-04-29,Ilha Terceira,2
2020-04-30,Ilha Terceira,4
2020-05-01,Ilha Terceira,3
2020-05-02,Ilha Terceira,1
2020-05-03,Ilha Terceira,3
2020-05-04,Ilha Terceira,1
2020-05-05,Ilha Terceira,1
2020-05-06,Ilha Terceira,2
2020-05-07,Ilha Terceira,1
2020-05-08,Ilha Terceira,2
2020-05-09,Ilha Terceira,1
2020-05-10,Ilha Terceira,1
2020-05-11,Ilha Terceira,2
2020-05-12,Ilha Terceira,1
2020-05-13,Ilha Terceira,3
2020-05-14,Ilha Terceira,0
2020-05-15,Ilha Terceira,0
2020-05-16,Ilha Terceira,0
2020-05-17,Ilha Terceira,1
2020-05-18,Ilha Terceira,1
2020-05-19,Ilha Terceira,1
2020-05-20,Ilha Terceira,2
2020-05-21,Ilha Terceira,0
2020-05-22,Ilha Terceira,0
2020-05-23,Ilha Terceira,2
2020-05-24,Ilha Terceira,2
2020-05-25,Ilha Terceira,2
2020-05-26,Ilha Terceira,3
2020-05-27,Ilha Terceira,1
2020-05-28,Ilha Terceira,0
2020-05-29,Ilha Terceira,2
2020-05-30,Ilha Terceira,0
2020-05-31,Ilha Terceira,2
2020-06-01,Ilha Terceira,0
2020-06-02,Ilha Terceira,3
2020-06-03,Ilha Terceira,3
2020-06-04,Ilha Terceira,0
2020-06-05,Ilha Terceira,4
2020-06-06,Ilha Terceira,3
2020-06-07,Ilha Terceira,1
2020-06-08,Ilha Terceira,1
2020-06-09,Ilha Terceira,0
2020-06-10,Ilha Terceira,1
2020-06-11,Ilha Terceira,1
2020-06-12,Ilha Terceira,3
2020-06-13,Ilha Terceira,2
2020-06-14,Ilha Terceira,2
2020-06-15,Ilha Terceira,2
2020-06-16,Ilha Terceira,2
2020-06-17,Ilha Terceira,2
2020-06-18,Ilha Terceira,0
2020-06-19,Ilha Terceira,1
2020-06-20,Ilha Terceira,0
2020-06-21,Ilha Terceira,3
2020-06-22,Ilha Terceira,3
2020-06-23,Ilha Terceira,1
2020-06-24,Ilha Terceira,0
2020-06-25,Ilha Terceira,1
2020-06-26,Ilha Terceira,2
2020-06-27,Ilha Terceira,2
2020-06-28,Ilha Terceira,2
2020-06-29,Ilha Terceira,3
2020-06-30,Ilha Terceira,1
2020-07-01,Ilha Terceira,0
2020-07-02,Ilha Terceira,0
2020-07-03,Ilha Terceira,4
2020-07-04,Ilha Terceira,0
2020-07-05,Ilha Terceira,1
2020-07-06,Ilha Terceira,1
2020-07-07,Ilha Terceira,2
2020-07-08,Ilha Terceira,3
2020-07-09,Ilha Terceira,2
2020-07-10,Ilha Terceira,1
2020-07-11,Ilha Terceira,0
2020-07-12,Ilha Terceira,3
2020-07-13,Ilha Terceira,2
2020-07-14,Ilha Terceira,2
2020-07-15,Ilha Terceira,1
2020-07-16,Ilha Terceira,0
2020-07-17,Ilha Terceira,2
2020-07-18,Ilha Terceira,3
2020-07-19,Ilha Terceira,3
2020-07-20,Ilha Terceira,1
2020-07-21,Ilha Terceira,1
2020-07-22,Ilha Terceira,2
2020-07-23,Ilha Terceira,0
2020-07-24,Ilha Terceira,3
2020-07-25,Ilha Terceira,0
2020-07-26,Ilha Terceira,3
2020-07-27,Ilha Terceira,1
2020-07-28,Ilha Terceira,3
2020-07-29,Ilha Terceira,2
2020-07-30,Ilha Terceira,3
2020-07-31,Ilha Terceira,1
2020-01-01,Ilha da Graciosa,0
2020-01-02,Ilha da Graciosa,0
2020-01-03,Ilha da Graciosa,0
2020-01-04,Ilha da Graciosa,1
2020-01-05,Ilha da Graciosa,0
2020-01-06,Ilha da Graciosa,0
2020-01-07,Ilha da Graciosa,1
2020-01-08,Ilha da Graciosa,0
2020-01-09,Ilha da Graciosa,0
2020-01-10,Ilha da Graciosa,0
2020-01-11,Ilha da Graciosa,0
2020-01-12,Ilha da Graciosa,0
2020-01-13,Ilha da Graciosa,0
2020-01-14,Ilha da Graciosa,0
2020-01-15,Ilha da Graciosa,0
2020-01-16,Ilha da Graciosa,0
2020-01-17,Ilha da Graciosa,0
2020-01-18,Ilha da Graciosa,0
2020-01-19,Ilha da Graciosa,0
2020-01-20,Ilha da Graciosa,0
2020-01-21,Ilha da Graciosa,0
2020-01-22,Ilha da Graciosa,0
2020-01-23,Ilha da Graciosa,0
2020-01-24,Ilha da Graciosa,0
2020-01-25,Ilha da Graciosa,0
2020-01-26,Ilha da Graciosa,0
2020-01-27,Ilha da Graciosa,0
2020-01-28,Ilha da Graciosa,0
2020-01-29,Ilha da Graciosa,0
2020-01-30,Ilha da Graciosa,0
2020-01-31,Ilha da Graciosa,0
2020-02-01,Ilha da Graciosa,0
2020-02-02,Ilha da Graciosa,0
2020-02-03,Ilha da Graciosa,2
2020-02-04,Ilha da Graciosa,0
2020-02-05,Ilha da Graciosa,0
2020-02-06,Ilha da Graciosa,0
2020-02-07,Ilha da Graciosa,0
2020-02-08,Ilha da Graciosa,0
2020-02-09,Ilha da Graciosa,1
2020-02-10,Ilha da Graciosa,0
2020-02-11,Ilha da Graciosa,1
2020-02-12,Ilha da Graciosa,0
2020-02-13,Ilha da Graciosa,0
2020-02-14,Ilha da Graciosa,0
2020-02-15,Ilha da Graciosa,0
2020-02-16,Ilha da Graciosa,0
2020-02-17,Ilha da Graciosa,0
2020-02-18,Ilha da Graciosa,0
2020-02-19,Ilha da Graciosa,0
2020-02-20,Ilha da Graciosa,1
2020-02-21,Ilha da Graciosa,0
2020-02-22,Ilha da Graciosa,2
2020-02-23,Ilha da Graciosa,0
2020-02-24,Ilha da Graciosa,0
2020-02-25,Ilha da Graciosa,0
2020-02-26,Ilha da Graciosa,0
2020-02-27,Ilha da Graciosa,0
2020-02-28,Ilha da Graciosa,0
2020-02-29,Ilha da Graciosa,1
2020-03-01,Ilha da Graciosa,0
2020-03-02,Ilha da Graciosa,0
2020-03-03,Ilha da Graciosa,0
2020-03-04,Ilha da Graciosa,0
2020-03-05,Ilha da Graciosa,0
2020-03-06,Ilha da Graciosa,1
2020-03-07,Ilha da Graciosa,0
2020-03-08,Ilha da Graciosa,0
2020-03-09,Ilha da Graciosa,0
2020-03-10,Ilha da Graciosa,0
2020-03-11,Ilha da Graciosa,0
2020-03-12,Ilha da Graciosa,0
2020-03-13,Ilha da Graciosa,2
2020-03-14,Ilha da Graciosa,0
2020-03-15,Ilha da Graciosa,0
2020-03-16,Ilha da Graciosa,0
2020-03-17,Ilha da Graciosa,0
2020-03-18,Ilha da Graciosa,0
2020-03-19,Ilha da Graciosa,0
2020-03-20,Ilha da Graciosa,0
2020-03-21,Ilha da Graciosa,0
2020-03-22,Ilha da Graciosa,2
2020-03-23,Ilha da Graciosa,0
2020-03-24,Ilha da Graciosa,0
2020-03-25,Ilha da Graciosa,0
2020-03-26,Ilha da Graciosa,1
2020-03-27,Ilha da Graciosa,0
2020-03-28,Ilha da Graciosa,1
2020-03-29,Ilha da Graciosa,0
2020-03-30,Ilha da Graciosa,0
2020-03-31,Ilha da Graciosa,1
2020-04-01,Ilha da Graciosa,0
2020-04-02,Ilha da Graciosa,1
2020-04-03,Ilha da Graciosa,1
2020-04-04,Ilha da Graciosa,0
2020-04-05,Ilha da Graciosa,0
2020-04-06,Ilha da Graciosa,0
2020-04-07,Ilha da Graciosa,0
2020-04-08,Ilha da Graciosa,1
2020-04-09,Ilha da Graciosa,0
2020-04-10,Ilha da Graciosa,0
2020-04-11,Ilha da Graciosa,0
2020-04-12,Ilha da Graciosa,0
2020-04-13,Ilha da Graciosa,0
2020-04-14,Ilha da Graciosa,0
2020-04-15,Ilha da Graciosa,0
2020-04-16,Ilha da Graciosa,0
2020-04-17,Ilha da Graciosa,0
2020-04-18,Ilha da Graciosa,0
2020-04-19,Ilha da Graciosa,0
2020-04-20,Ilha da Graciosa,0
2020-04-21,Ilha da Graciosa,0
2020-04-22,Ilha da Graciosa,0
2020-04-23,Ilha da Graciosa,0
2020-04-24,Ilha da Graciosa,0
2020-04-25,Ilha da Graciosa,0
2020-04-26,Ilha da Graciosa,0
2020-04-27,Ilha da Graciosa,0
2020-04-28,Ilha da Graciosa,1
2020-04-29,Ilha da Graciosa,0
2020-04-30,Ilha da Graciosa,1
2020-05-01,Ilha da Graciosa,0
2020-05-02,Ilha da Graciosa,0
2020-05-03,Ilha da Graciosa,0
2020-05-04,Ilha da Graciosa,0
2020-05-05,Ilha da Graciosa,0
2020-05-06,Ilha da Graciosa,0
2020-05-07,Ilha da Graciosa,1
2020-05-08,Ilha da Graciosa,0
2020-05-09,Ilha da Graciosa,0
2020-05-10,Ilha da Graciosa,0
2020-05-11,Ilha da Graciosa,0
2020-05-12,Ilha da Graciosa,0
2020-05-13,Ilha da Graciosa,0
2020-05-14,Ilha da Graciosa,1
2020-05-15,Ilha da Graciosa,0
2020-05-16,Ilha da Graciosa,0
2020-05-17,Ilha da Graciosa,0
2020-05-18,Ilha da Graciosa,0
2020-05-19,Ilha da Graciosa,0
2020-05-20,Ilha da Graciosa,1
2020-05-21,Ilha da Graciosa,1
2020-05-22,Ilha da Graciosa,0
2020-05-23,Ilha da Graciosa,0
2020-05-24,Ilha da Graciosa,0
2020-05-25,Ilha da Graciosa,0
2020-05-26,Ilha da Graciosa,0
2020-05-27,Ilha da Graciosa,0
2020-05-28,Ilha da Graciosa,0
2020-05-29,Ilha da Graciosa,0
2020-05-30,Ilha da Graciosa,0
2020-05-31,Ilha da Graciosa,0
2020-06-01,Ilha da Graciosa,1
2020-06-02,Ilha da Graciosa,0
2020-06-03,Ilha da Graciosa,0
2020-06-04,Ilha da Graciosa,0
2020-06-05,Ilha da Graciosa,0
2020-06-06,Ilha da Graciosa,0
2020-06-07,Ilha da Graciosa,0
2020-06-08,Ilha da Graciosa,0
2020-06-09,Ilha da Graciosa,0
2020-06-10,Ilha da Graciosa,0
2020-06-11,Ilha da Graciosa,0
2020-06-12,Ilha da Graciosa,1
2020-06-13,Ilha da Graciosa,0
2020-06-14,Ilha da Graciosa,0
2020-06-15,Ilha da Graciosa,1
2020-06-16,Ilha da Graciosa,0
2020-06-17,Ilha da Graciosa,0
2020-06-18,Ilha da Graciosa,0
2020-06-19,Ilha da Graciosa,0
2020-06-20,Ilha da Graciosa,0
2020-06-21,Ilha da Graciosa,0
2020-06-22,Ilha da Graciosa,0
2020-06-23,Ilha da Graciosa,1
2020-06-24,Ilha da Graciosa,1
2020-06-25,Ilha da Graciosa,0
2020-06-26,Ilha da Graciosa,0
2020-06-27,Ilha da Graciosa,0
2020-06-28,Ilha da Graciosa,0
2020-06-29,Ilha da Graciosa,1
2020-06-30,Ilha da Graciosa,1
2020-07-01,Ilha da Graciosa,0
2020-07-02,Ilha da Graciosa,0
2020-07-03,Ilha da Graciosa,0
2020-07-04,Ilha da Graciosa,0
2020-07-05,Ilha da Graciosa,0
2020-07-06,Ilha da Graciosa,0
2020-07-07,Ilha da Graciosa,0
2020-07-08,Ilha da Graciosa,0
2020-07-09,Ilha da Graciosa,0
2020-07-10,Ilha da Graciosa,1
2020-07-11,Ilha da Graciosa,0
2020-07-12,Ilha da Graciosa,0
2020-07-13,Ilha da Graciosa,0
2020-07-14,Ilha da Graciosa,0
2020-07-15,Ilha da Graciosa,0
2020-07-16,Ilha da Graciosa,0
2020-07-17,Ilha da Graciosa,0
2020-07-18,Ilha da Graciosa,0
2020-07-19,Ilha da Graciosa,0
2020-07-20,Ilha da Graciosa,0
2020-07-21,Ilha da Graciosa,0
2020-07-22,Ilha da Graciosa,0
2020-07-23,Ilha da Graciosa,0
2020-07-24,Ilha da Graciosa,0
2020-07-25,Ilha da Graciosa,0
2020-07-26,Ilha da Graciosa,0
2020-07-27,Ilha da Graciosa,0
2020-07-28,Ilha da Graciosa,0
2020-07-29,Ilha da Graciosa,0
2020-07-30,Ilha da Graciosa,1
2020-07-31,Ilha da Graciosa,0
2020-01-01,Ilha da Madeira,8
2020-01-02,Ilha da Madeira,10
2020-01-03,Ilha da Madeira,9
2020-01-04,Ilha da Madeira,10
2020-01-05,Ilha da Madeira,8
2020-01-06,Ilha da Madeira,11
2020-01-07,Ilha da Madeira,6
2020-01-08,Ilha da Madeira,7
2020-01-09,Ilha da Madeira,8
2020-01-10,Ilha da Madeira,12
2020-01-11,Ilha da Madeira,3
2020-01-12,Ilha da Madeira,9
2020-01-13,Ilha da Madeira,4
2020-01-14,Ilha da Madeira,11
2020-01-15,Ilha da Madeira,4
2020-01-16,Ilha da Madeira,9
2020-01-17,Ilha da Madeira,9
2020-01-18,Ilha da Madeira,6
2020-01-19,Ilha da Madeira,11
2020-01-20,Ilha da Madeira,12
2020-01-21,Ilha da Madeira,6
2020-01-22,Ilha da Madeira,11
2020-01-23,Ilha da Madeira,7
2020-01-24,Ilha da Madeira,6
2020-01-25,Ilha da Madeira,7
2020-01-26,Ilha da Madeira,5
2020-01-27,Ilha da Madeira,8
2020-01-28,Ilha da Madeira,3
2020-01-29,Ilha da Madeira,5
2020-01-30,Ilha da Madeira,11
2020-01-31,Ilha da Madeira,3
2020-02-01,Ilha da Madeira,8
2020-02-02,Ilha da Madeira,13
2020-02-03,Ilha da Madeira,10
2020-02-04,Ilha da Madeira,4
2020-02-05,Ilha da Madeira,14
2020-02-06,Ilha da Madeira,6
2020-02-07,Ilha da Madeira,10
2020-02-08,Ilha da Madeira,12
2020-02-09,Ilha da Madeira,5
2020-02-10,Ilha da Madeira,8
2020-02-11,Ilha da Madeira,8
2020-02-12,Ilha da Madeira,7
2020-02-13,Ilha da Madeira,10
2020-02-14,Ilha da Madeira,7
2020-02-15,Ilha da Madeira,5
2020-02-16,Ilha da Madeira,7
2020-02-17,Ilha da Madeira,11
2020-02-18,Ilha da Madeira,8
2020-02-19,Ilha da Madeira,8
2020-02-20,Ilha da Madeira,5
2020-02-21,Ilha da Madeira,9
2020-02-22,Ilha da Madeira,1
2020-02-23,Ilha da Madeira,4
2020-02-24,Ilha da Madeira,6
2020-02-25,Ilha da Madeira,4
2020-02-26,Ilha da Madeira,6
2020-02-27,Ilha da Madeira,4
2020-02-28,Ilha da Madeira,10
2020-02-29,Ilha da Madeira,11
2020-03-01,Ilha da Madeira,9
2020-03-02,Ilha da Madeira,5
2020-03-03,Ilha da Madeira,5
2020-03-04,Ilha da Madeira,9
2020-03-05,Ilha da Madeira,3
2020-03-06,Ilha da Madeira,8
2020-03-07,Ilha da Madeira,9
2020-03-08,Ilha da Madeira,9
2020-03-09,Ilha da Madeira,6
2020-03-10,Ilha da Madeira,12
2020-03-11,Ilha da Madeira,7
2020-03-12,Ilha da Madeira,9
2020-03-13,Ilha da Madeira,13
2020-03-14,Ilha da Madeira,7
2020-03-15,Ilha da Madeira,2
2020-03-16,Ilha da Madeira,2
2020-03-17,Ilha da Madeira,14
2020-03-18,Ilha da Madeira,13
2020-03-19,Ilha da Madeira,11
2020-03-20,Ilha da Madeira,6
2020-03-21,Ilha da Madeira,6
2020-03-22,Ilha da Madeira,10
2020-03-23,Ilha da Madeira,6
2020-03-24,Ilha da Madeira,6
2020-03-25,Ilha da Madeira,8
2020-03-26,Ilha da Madeira,8
2020-03-27,Ilha da Madeira,7
2020-03-28,Ilha da Madeira,5
2020-03-29,Ilha da Madeira,8
2020-03-30,Ilha da Madeira,12
2020-03-31,Ilha da Madeira,4
2020-04-01,Ilha da Madeira,11
2020-04-02,Ilha da Madeira,10
2020-04-03,Ilha da Madeira,10
2020-04-04,Ilha da Madeira,9
2020-04-05,Ilha da Madeira,13
2020-04-06,Ilha da Madeira,6
2020-04-07,Ilha da Madeira,11
2020-04-08,Ilha da Madeira,12
2020-04-09,Ilha da Madeira,10
2020-04-10,Ilha da Madeira,10
2020-04-11,Ilha da Madeira,8
2020-04-12,Ilha da Madeira,9
2020-04-13,Ilha da Madeira,10
2020-04-14,Ilha da Madeira,4
2020-04-15,Ilha da Madeira,9
2020-04-16,Ilha da Madeira,7
2020-04-17,Ilha da Madeira,2
2020-04-18,Ilha da Madeira,4
2020-04-19,Ilha da Madeira,9
2020-04-20,Ilha da Madeira,7
2020-04-21,Ilha da Madeira,7
2020-04-22,Ilha da Madeira,6
2020-04-23,Ilha da Madeira,6
2020-04-24,Ilha da Madeira,10
2020-04-25,Ilha da Madeira,8
2020-04-26,Ilha da Madeira,9
2020-04-27,Ilha da Madeira,2
2020-04-28,Ilha da Madeira,11
2020-04-29,Ilha da Madeira,5
2020-04-30,Ilha da Madeira,5
2020-05-01,Ilha da Madeira,11
2020-05-02,Ilha da Madeira,10
2020-05-03,Ilha da Madeira,6
2020-05-04,Ilha da Madeira,5
2020-05-05,Ilha da Madeira,9
2020-05-06,Ilha da Madeira,4
2020-05-07,Ilha da Madeira,10
2020-05-08,Ilha da Madeira,3
2020-05-09,Ilha da Madeira,10
2020-05-10,Ilha da Madeira,3
2020-05-11,Ilha da Madeira,4
