data,grupo_etario,total
2020-04-23,Desconhecido,1
2020-04-24,Desconhecido,0
2020-04-25,Desconhecido,0
2020-04-26,Desconhecido,0
2020-04-27,Desconhecido,0
2020-04-28,Desconhecido,0
2020-04-29,Desconhecido,0
2020-04-30,Desconhecido,0
2020-05-01,Desconhecido,0
2020-05-02,Desconhecido,0
2020-05-03,Desconhecido,0
2020-05-04,Desconhecido,0
2020-05-05,Desconhecido,0
2020-05-06,Desconhecido,0
2020-05-07,Desconhecido,2
2020-05-08,Desconhecido,0
2020-05-09,Desconhecido,0
2020-05-10,Desconhecido,0
2020-05-11,Desconhecido,0
2020-05-12,Desconhecido,0
2020-05-13,Desconhecido,1
2020-05-14,Desconhecido,0
2020-05-15,Desconhecido,0
2020-05-16,Desconhecido,0
2020-05-17,Desconhecido,0
2020-05-18,Desconhecido,0
2020-05-19,Desconhecido,0
2020-05-20,Desconhecido,0
2020-05-21,Desconhecido,0
2020-05-22,Desconhecido,0
2020-05-23,Desconhecido,0
2020-05-24,Desconhecido,0
2020-05-25,Desconhecido,1
2020-05-26,Desconhecido,0
2020-05-27,Desconhecido,0
2020-05-28,Desconhecido,0
2020-05-29,Desconhecido,0
2020-05-30,Desconhecido,0
2020-05-31,Desconhecido,0
2020-06-01,Desconhecido,0
2020-06-02,Desconhecido,0
2020-06-03,Desconhecido,0
2020-06-04,Desconhecido,0
2020-06-05,Desconhecido,0
2020-06-06,Desconhecido,0
2020-06-07,Desconhecido,0
2020-06-08,Desconhecido,0
2020-06-09,Desconhecido,0
2020-06-10,Desconhecido,0
2020-06-11,Desconhecido,0
2020-06-12,Desconhecido,0
2020-06-13,Desconhecido,0
2020-06-14,Desconhecido,0
2020-06-15,Desconhecido,0
2020-06-16,Desconhecido,0
2020-06-17,Desconhecido,0
2020-06-18,Desconhecido,0
2020-06-19,Desconhecido,0
2020-06-20,Desconhecido,0
2020-06-21,Desconhecido,1
2020-06-22,Desconhecido,0
2020-06-23,Desconhecido,0
2020-06-24,Desconhecido,1
2020-06-25,Desconhecido,2
2020-06-26,Desconhecido,0
2020-06-27,Desconhecido,0
2020-06-28,Desconhecido,0
2020-06-29,Desconhecido,1
2020-06-30,Desconhecido,0
2020-07-01,Desconhecido,0
2020-07-02,Desconhecido,0
2020-07-03,Desconhecido,0
2020-07-04,Desconhecido,0
2020-07-05,Desconhecido,0
2020-07-06,Desconhecido,0
2020-07-07,Desconhecido,0
2020-07-08,Desconhecido,1
2020-07-09,Desconhecido,0
2020-07-10,Desconhecido,0
2020-07-11,Desconhecido,0
2020-07-12,Desconhecido,0
2020-07-13,Desconhecido,1
2020-07-14,Desconhecido,0
2020-07-15,Desconhecido,0
2020-07-16,Desconhecido,1
2020-07-17,Desconhecido,0
2020-07-18,Desconhecido,1
2020-07-19,Desconhecido,0
2020-07-20,Desconhecido,0
2020-07-21,Desconhecido,0
2020-07-22,Desconhecido,0
2020-07-23,Desconhecido,1
2020-07-24,Desconhecido,1
2020-07-25,Desconhecido,0
2020-07-26,Desconhecido,0
2020-07-27,Desconhecido,0
2020-07-28,Desconhecido,0
2020-07-29,Desconhecido,0
2020-07-30,Desconhecido,0
2020-07-31,Desconhecido,0
2020-08-01,Desconhecido,0
2020-08-02,Desconhecido,0
2020-08-03,Desconhecido,0
2020-08-04,Desconhecido,0
2020-08-05,Desconhecido,0
2020-08-06,Desconhecido,0
2020-08-07,Desconhecido,0
2020-08-08,Desconhecido,0
2020-08-09,Desconhecido,0
2020-08-10,Desconhecido,0
2020-08-11,Desconhecido,1
2020-08-12,Desconhecido,0
2020-08-13,Desconhecido,0
2020-08-14,Desconhecido,0
2020-08-15,Desconhecido,0
2020-08-16,Desconhecido,0
2020-08-17,Desconhecido,0
2020-08-18,Desconhecido,0
2020-08-19,Desconhecido,0
2020-08-20,Desconhecido,0
2020-08-21,Desconhecido,0
2020-08-22,Desconhecido,0
2020-08-23,Desconhecido,1
2020-08-24,Desconhecido,0
2020-08-25,Desconhecido,0
2020-08-26,Desconhecido,0
2020-08-27,Desconhecido,0
2020-08-28,Desconhecido,0
2020-08-29,Desconhecido,0
2020-08-30,Desconhecido,0
2020-08-31,Desconhecido,0
2020-09-01,Desconhecido,0
2020-09-02,Desconhecido,0
2020-09-03,Desconhecido,0
2020-09-04,Desconhecido,0
2020-09-05,Desconhecido,0
2020-09-06,Desconhecido,0
2020-09-07,Desconhecido,0
2020-09-08,Desconhecido,1
2020-09-09,Desconhecido,1
2020-09-10,Desconhecido,0
2020-09-11,Desconhecido,0
2020-09-12,Desconhecido,0
2020-09-13,Desconhecido,0
2020-09-14,Desconhecido,0
2020-09-15,Desconhecido,0
2020-09-16,Desconhecido,0
2020-09-17,Desconhecido,0
2020-09-18,Desconhecido,0
2020-09-19,Desconhecido,0
2020-09-20,Desconhecido,0
2020-09-21,Desconhecido,0
2020-09-22,Desconhecido,0
2020-09-23,Desconhecido,0
2020-09-24,Desconhecido,0
2020-09-25,Desconhecido,0
2020-09-26,Desconhecido,0
2020-09-27,Desconhecido,0
2020-09-28,Desconhecido,0
2020-09-29,Desconhecido,0
2020-09-30,Desconhecido,0
2020-10-01,Desconhecido,0
2020-10-02,Desconhecido,0
2020-10-03,Desconhecido,0
2020-10-04,Desconhecido,0
2020-10-05,Desconhecido,3
2020-10-06,Desconhecido,0
2020-10-07,Desconhecido,0
2020-10-08,Desconhecido,0
2020-10-09,Desconhecido,0
2020-10-10,Desconhecido,0
2020-10-11,Desconhecido,0
2020-10-12,Desconhecido,0
2020-10-13,Desconhecido,0
2020-10-14,Desconhecido,0
2020-10-15,Desconhecido,0
2020-10-16,Desconhecido,0
2020-10-17,Desconhecido,0
2020-10-18,Desconhecido,0
2020-10-19,Desconhecido,0
2020-10-20,Desconhecido,0
2020-10-21,Desconhecido,0
2020-10-22,Desconhecido,0
2020-10-23,Desconhecido,0
2020-10-24,Desconhecido,0
2020-10-25,Desconhecido,0
2020-10-26,Desconhecido,0
2020-10-27,Desconhecido,1
2020-10-28,Desconhecido,0
2020-10-29,Desconhecido,2
2020-10-30,Desconhecido,0
